 Horizontal Dilution of Precision, G(x), G(y), G(z), G(calibrated),Acceleration Sensor(Total)(g),Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Engine Load(%),Engine RPM(rpm),label
11.336714,0.22,-0.46,10.47,0.05,-0.08,0,-0.03,0.82,33.73,1783,bad
11.306755,0.01,-0.22,9.03,0.03,0.06,0.03,-0.01,0.96,31.76,1815,bad
11.439518,-2.06,0.02,9.26,0.05,0.19,-0.03,0.02,1.09,57.25,1839,bad
11.439518,0.13,4.85,8.37,-0.13,-0.17,0.1,0.58,0.48,36.47,1972,bad
11.144842,0.21,4.23,9.4,0.01,0,0.01,0.41,0.81,21.57,2016,bad
10.818888,0.01,4.61,7.95,-0.04,0.01,0.05,0.39,0.83,0.39,1978,bad
10.818888,0.63,5.79,2.41,-0.15,-0.32,0.07,0.63,0.15,0,1971,bad
10.176078,-1.46,3.02,9.23,0.04,-0.01,-0.08,0.31,0.84,14.12,1925,bad
10.396746,0.12,2.92,11.1,0.19,-0.2,0,0.19,0.68,1.57,1797,bad
10.463523,-0.35,3.64,8.36,-0.02,-0.08,-0.1,0.39,0.73,0,1751,bad
10.463523,0.01,2.95,10.23,0.04,-0.08,0.06,0.28,0.77,0,1713,bad
10.63561,0.73,2.2,9.45,0.06,0,0.06,0.2,0.88,0,1602,bad
10.046734,-1.99,2.14,9.09,0.01,0.02,0.05,0.28,0.88,0,1392,bad
10.046734,-1.77,2.66,8.35,0.02,-0.06,-0.13,0.21,0.81,1.18,1242,bad
9.935046,-0.38,3.47,10.73,0.01,-0.14,-0.15,0.32,0.69,7.84,1165,bad
9.935046,-1.97,3.34,8.78,0,-0.05,-0.07,0.22,0.82,43.53,1129,bad
10.086141,-2.62,3.34,8.61,0.01,0.05,-0.19,0.37,0.86,57.25,1135,bad
10.386089,-3.1,3.42,8.67,0.09,0.13,-0.02,0.4,0.96,72.16,1162,bad
10.386089,-1.22,3.72,8.5,-0.03,0.03,-0.12,0.41,0.83,74.9,1211,bad
10.267505,-1.88,3.43,9.54,0.02,-0.08,-0.12,0.36,0.73,73.33,1281,bad
10.094461,-1.52,3.26,9.82,0.03,-0.05,-0.19,0.4,0.74,66.27,1354,bad
10.094461,-1.66,2.58,8.4,0.01,0.02,-0.12,0.24,0.89,20.39,1411,bad
9.935046,-1.86,3.06,8.87,0.02,-0.01,-0.2,0.27,0.83,19.61,1404,bad
9.935046,-1.39,3.74,11.05,0.03,0.06,-0.11,0.36,0.89,28.63,1380,bad
9.935046,-1.78,3.11,8.08,0.02,0.03,-0.06,0.34,0.87,8.24,1389,bad
9.935046,-1.18,2.94,9.07,0.01,0.04,-0.15,0.29,0.89,17.25,1347,bad
9.935046,-1.63,3.46,9.59,0.01,-0.05,-0.2,0.3,0.78,41.96,1393,bad
9.935046,-1.47,3.55,8.67,0.04,0.04,-0.19,0.34,0.86,45.88,1329,bad
9.935046,-2.51,3.17,9.06,0.04,0.15,-0.26,0.27,0.98,3.92,1351,bad
9.935046,-0.13,4.39,10.97,0.04,-0.09,-0.32,0.34,0.68,29.8,1310,bad
9.935046,-2.63,3.12,7.67,-0.01,-0.05,-0.16,0.3,0.79,40,1295,bad
9.935046,-1.36,3.1,8.71,0.01,-0.01,-0.06,0.39,0.8,40,1297,bad
9.935046,-1.6,3.27,8.95,0.01,-0.01,-0.05,0.4,0.8,40.39,1321,bad
9.935046,-1.02,3.37,10.12,0.02,-0.01,-0.24,0.42,0.76,53.33,1350,bad
9.935046,1.5,4.48,10.78,0.01,-0.03,-0.42,0.24,0.74,49.8,1394,bad
9.935046,-1.05,3.65,8.7,0.01,-0.04,-0.24,0.34,0.77,45.88,1445,bad
9.935046,-1.34,4.04,9.18,0.02,-0.05,-0.23,0.33,0.76,44.71,1488,bad
9.935046,-1.82,3.49,6.64,0,0.01,-0.23,0.46,0.77,43.53,1523,bad
9.935046,-2.52,2.09,7.48,0.03,-0.09,-0.1,0.29,0.76,36.08,1562,bad
10.071101,-0.72,3.24,9.45,0.04,-0.08,-0.26,0.32,0.73,34.12,1591,bad
10.071101,-3.05,3.26,9.07,0,0.04,-0.26,0.36,0.84,35.69,1623,bad
9.935046,-2.46,3.82,9.52,0.01,-0.06,-0.19,0.32,0.76,51.37,1666,bad
10.073416,-1.6,3.1,9.19,0.03,0.01,-0.25,0.4,0.79,55.29,1719,bad
10.0317545,-1.2,3.1,8.5,-0.05,0,-0.25,0.34,0.81,53.73,1811,bad
10.0317545,-2.82,3.27,8.85,0.06,0.08,-0.22,0.38,0.89,44.71,1895,bad
10.575743,-2.48,2.77,7.42,0.03,0.14,-0.26,0.3,0.97,30.2,1958,bad
10.655667,-2.01,3.58,9.54,0.08,-0.03,-0.28,0.28,0.78,38.04,2008,bad
10.655667,-1.99,3.15,9.08,0.02,-0.09,-0.23,0.29,0.73,48.24,2038,bad
10.582936,-1.79,3.21,9.04,0.03,0.08,-0.05,0.31,0.94,0,2030,bad
10.582936,-0.07,4.1,10,0.12,0.22,0.01,0.27,1.09,29.8,1222,bad
10.3778925,0.51,4.88,7.59,-0.03,0.26,-0.03,0.43,1.08,0,1398,bad
10.346423,0.66,3.17,8.38,0.03,0.14,0.04,0.37,0.98,0,1409,bad
10.346423,-0.34,2.19,8.28,-0.11,-0.08,0.15,0.21,0.78,0,1393,bad
10.443217,-1.56,0.97,7.94,0,-0.25,0,0.28,0.6,0,1363,bad
10.39777,-2.32,2.3,9,0.09,-0.04,0.03,0.19,0.84,0,1310,bad
10.39777,0.36,1.66,11.22,0.18,-0.01,-0.13,0.19,0.86,0,1252,bad
10.383004,-0.81,1.02,10.08,0.01,0.04,-0.08,0.1,0.93,0,1216,bad
10.383004,-0.88,1.82,9.52,0.01,0.04,-0.28,0.27,0.86,75.69,1182,bad
10.42167,-1.5,2.45,8.62,0.02,-0.03,0.04,0.25,0.83,81.96,1219,bad
10.365334,-0.75,2.2,10.72,0.02,0,-0.12,0.2,0.87,47.45,1262,bad
10.365334,-0.06,1.27,10.49,0.1,0.02,0.02,0.19,0.9,2.75,1137,bad
10.374126,-0.14,2.22,9.83,0.06,0.03,-0.08,0.19,0.91,1.57,1171,bad
10.500786,-1.98,1.36,9.42,0.04,0.12,-0.21,0.25,0.97,35.69,1155,bad
10.500786,-1.95,1.28,8.89,0.04,-0.04,-0.19,0.12,0.83,25.49,1139,bad
10.503633,-0.46,2.31,9.8,0.05,-0.15,-0.04,0.24,0.72,55.69,1134,bad
10.65706,-0.18,1.54,10.68,0.01,0.06,-0.03,0.15,0.95,41.96,1148,bad
10.65706,0.54,2.73,8.04,-0.01,0.05,0.02,0.21,0.93,7.06,1134,bad
10.233642,-1.4,2.13,8.69,0.05,0.08,-0.11,0.14,0.97,6.67,1143,bad
10.563116,-0.83,1.89,9.4,0.08,0.1,-0.14,0.26,0.95,6.27,1122,bad
10.563116,-0.16,1,10.31,0.05,0.01,-0.06,0.14,0.9,5.49,1099,bad
10.448681,-0.08,1.2,10.57,0.04,-0.04,-0.04,0.16,0.85,18.82,1094,bad
10.317023,-0.21,1.18,9.99,0.04,-0.02,-0.05,0.16,0.86,29.02,1109,bad
10.317023,-0.82,1.33,9.43,0.02,-0.02,-0.1,0.15,0.86,84.71,1092,bad
10.509009,0.27,1.64,9.76,0.03,-0.01,-0.01,0.17,0.87,57.65,1138,bad
10.341669,-0.62,1.4,9.95,0.04,0.06,-0.05,0.13,0.95,32.16,1161,bad
10.341669,-0.38,1.17,11.5,0.02,-0.17,-0.1,0.07,0.73,2.35,1166,bad
10.452274,0.4,1.62,11.17,0.17,-0.15,-0.07,0.11,0.74,12.55,1157,bad
10.362977,0.2,1.2,9.79,0.05,0.09,-0.08,0.18,0.97,61.18,1239,bad
10.390834,-1.36,0.5,10.01,0.02,0.01,0.06,0.05,0.91,1.18,1173,bad
10.688579,0.64,1.32,10.81,0.06,0.12,-0.02,0.1,1.02,13.33,1136,bad
10.688579,-0.59,1.24,9.08,0.01,-0.06,-0.08,0.16,0.83,57.65,1173,bad
10.707509,-0.36,1.44,9.51,0.01,0.02,0.03,0.09,0.91,30.98,1132,bad
10.695552,0.4,1.09,9.91,0.04,0.03,-0.09,0.14,0.91,5.49,1052,bad
10.695552,-1.2,0.97,9.57,0.03,-0.09,0.03,0.14,0.8,6.27,1113,bad
10.50831,-0.1,1.61,8,0.04,0.28,-0.09,0.17,1.17,52.55,1096,bad
10.791659,-0.95,1.19,9.78,0.06,0.01,-0.02,0.17,0.9,55.29,1110,bad
10.791659,-0.56,1.23,10.08,0.02,-0.03,0.04,0.14,0.86,32.94,1111,bad
10.690894,0.32,1.73,11.45,0.02,-0.14,-0.08,0.14,0.74,62.75,1118,bad
10.706222,-1.42,1.61,8.11,0.03,0.08,0.08,0.13,0.97,84.71,1132,bad
10.706222,-0.03,1.24,11.5,0.2,-0.13,-0.08,0.2,0.75,65.1,1162,bad
10.709055,-1.12,0.73,11.52,0.02,-0.25,-0.07,0.06,0.65,12.94,1170,bad
10.753365,1.24,1.05,11,0.04,0.01,0.02,0.08,0.91,10.2,1151,bad
10.753365,0.81,1.77,9.68,0.03,-0.04,0.03,0.12,0.85,27.84,1135,bad
10.669732,-0.81,1.21,10.64,0.04,-0.17,-0.11,0.13,0.71,12.55,1106,bad
10.627112,0.86,1.66,12.14,0.04,-0.09,-0.09,0.05,0.81,14.12,1079,bad
10.627112,0.91,1.15,9.45,-0.01,0.16,0.02,0.17,1.05,60.78,1070,bad
10.586611,0.9,1.39,9.9,0.05,0.08,-0.01,0.19,0.96,20.39,1125,bad
10.581611,0.76,1.49,9.61,0.05,0.04,0.13,0.22,0.91,39.61,1010,bad
10.581611,-0.44,1.48,9.03,0.04,-0.03,-0.05,0.1,0.87,23.53,1391,bad
10.521296,0.45,2.18,11.42,0.06,0.1,-0.08,0.2,0.98,55.29,1387,bad
10.5776005,-0.31,2.16,10.01,0.04,-0.04,-0.14,0.18,0.83,75.29,1406,bad
10.5776005,-1.21,2.67,10.38,0.03,-0.11,-0.07,0.13,0.78,78.82,1460,bad
10.6012535,-0.15,1.58,8.97,0.03,0.02,-0.06,0.18,0.91,80.78,1506,bad
10.667809,-1.16,1.84,9.34,0,0.02,-0.08,0.19,0.9,80.39,1610,bad
10.667809,-0.3,1.61,9.19,0.02,-0.02,-0.25,0.16,0.83,82.35,1716,bad
10.635084,-1.19,2.38,9.29,0.05,0.17,-0.15,0.22,1.04,85.88,1844,bad
10.645484,0.13,0.7,9.99,0.05,-0.01,0.01,0.2,0.87,32.94,1983,bad
10.645484,-0.12,1.24,9.69,0.03,-0.03,0.03,0.14,0.86,0,1907,bad
10.521531,-1.26,0.8,9.26,0.05,-0.15,-0.15,0.13,0.73,81.18,1428,bad
10.555235,0.07,1.55,10.34,0.08,-0.03,0.03,0.06,0.87,0,1436,bad
10.555235,-0.65,0.54,8.99,0.03,-0.08,0.14,0.06,0.81,0,1437,bad
10.325112,-1.51,0.28,10.58,0.11,0.05,-0.08,0.04,0.95,0,1399,bad
10.29428,-0.76,0.47,9.79,0.05,0.04,-0.04,0.04,0.93,0,1352,bad
10.29428,-0.34,1.46,10.69,0.03,-0.02,-0.04,0.11,0.87,73.73,1329,bad
10.171222,0.35,1.63,9.66,0.02,-0.04,0.06,0.08,0.85,0,1340,bad
10.154634,0.56,0.9,10.36,0.03,0.05,0.07,0.13,0.94,0,1338,bad
10.154634,-0.26,1.38,10.58,0.03,0,0.06,0.1,0.89,0,1321,bad
10.408839,-1.22,0.85,9.67,0.02,0,0.03,0.07,0.9,0.78,1311,bad
10.038218,0.41,-0.25,9.86,0.01,-0.08,-0.01,-0.01,0.82,0,1290,bad
10.038218,0.61,-0.6,10.46,0.07,0.07,0.12,-0.05,0.96,0,1230,bad
10.855923,0.37,0.24,10.13,0.01,-0.01,0.01,0.08,0.88,20.39,1078,bad
10.669644,-0.06,0.36,9.63,0.05,-0.01,0.01,0.02,0.89,23.53,964,bad
10.669644,-0.24,0.59,10.45,0.06,0,-0.02,0.07,0.89,0,913,bad
10.506365,-0.66,0.96,9.2,-0.04,0.03,-0.06,0.09,0.92,8.63,1148,bad
10.397898,-0.27,1.85,9.6,0.04,0.03,-0.11,0.21,0.9,81.57,1205,bad
10.397898,-1.33,1.88,8.27,0.02,0.05,-0.12,0.18,0.93,80.78,1213,bad
10.064626,-0.52,2.15,10.61,0.03,0.12,-0.05,0.23,0.99,78.82,1275,bad
10.064626,-0.56,2.37,10.63,0.05,0.12,-0.09,0.24,0.99,80.39,1358,bad
10.466362,-1.67,1.96,9.17,0.04,0.04,-0.05,0.24,0.91,81.96,1437,bad
10.441744,0.42,1.88,9.69,0.03,-0.09,-0.15,0.14,0.79,56.47,1528,bad
10.441744,-0.44,1.08,9.18,0.01,-0.02,-0.09,0.12,0.86,42.75,1591,bad
10.341872,0.17,1.07,9.91,0.04,0.06,-0.05,0.16,0.95,26.27,1623,bad
10.22711,-0.82,0.85,8.8,0.02,0.01,-0.03,0.05,0.91,9.41,1583,bad
10.22711,-1.21,0.23,9.16,0.02,0.14,0.08,0.16,1.02,31.76,1606,bad
10.152635,0.03,1.5,10.62,0.11,-0.03,-0.04,0.2,0.85,40,1604,bad
9.935046,-1.39,2.06,9.84,0.05,-0.11,-0.12,0.04,0.78,41.96,1624,bad
9.935046,-0.87,1.55,10.35,0.05,-0.02,-0.04,0.06,0.87,34.9,1661,bad
9.935046,-0.74,0.21,11.18,0.16,-0.07,-0.15,0.02,0.81,64.31,1693,bad
10.167317,-0.75,-0.32,8.87,0.06,0.04,0.02,-0.04,0.94,40.78,1828,bad
10.271557,-0.32,-0.71,10.3,0.04,0.1,-0.02,0,1,27.06,1880,bad
10.271557,0.09,-0.31,8.08,-0.16,0.06,0.09,-0.14,0.94,3.14,1899,bad
10.267577,-0.04,-0.6,9.34,0.05,0.09,-0.02,-0.05,0.99,0,1887,bad
10.518558,-0.14,-0.94,9.59,0.05,0.04,-0.02,-0.1,0.94,0,1831,bad
10.518558,0.61,-0.73,9.64,0.01,0.16,0.06,-0.09,1.05,6.27,1791,bad
10.448584,0,-0.47,9.9,0.03,0.07,-0.04,-0.05,0.97,30.2,1743,bad
10.470021,-1.03,-0.9,9.75,0.08,0.14,-0.03,-0.04,1.04,27.84,1746,bad
10.470021,0.04,-1.12,10.03,0.05,0.04,-0.02,-0.06,0.94,7.45,1750,bad
10.537614,-0.71,-0.34,9.27,0.06,0.01,-0.07,-0.05,0.91,28.63,1726,bad
10.474524,-0.69,0.25,10.06,0.03,0.01,-0.02,-0.04,0.91,41.96,1735,bad
10.474524,-0.8,0.48,10.97,0.07,0.01,-0.08,0.01,0.94,46.67,1760,bad
10.582876,0.14,-0.07,10.56,0.04,0.06,-0.1,0,0.95,43.14,1818,bad
10.37256,0.47,-0.54,9.64,0.03,-0.02,0.02,-0.04,0.88,18.43,1865,bad
10.37256,0.17,-0.36,9.65,0,-0.03,-0.07,-0.06,0.86,17.25,1882,bad
10.258334,-0.3,-0.48,10.37,0.04,0.05,-0.04,-0.11,0.95,16.86,1880,bad
10.26249,-0.66,-0.77,9.74,0.03,0.05,-0.03,-0.05,0.95,18.04,1866,bad
10.26249,-0.45,-0.9,10.68,0.08,0.11,0.03,-0.07,1,18.43,1863,bad
10.155489,-0.17,-1.41,10.1,0.05,0,-0.03,-0.14,0.89,0,1824,bad
10.273835,-0.48,-1.47,10.23,0.06,0.04,0,-0.13,0.93,0,1794,bad
10.273835,-0.16,-1,8.43,0.02,-0.07,-0.06,-0.13,0.82,0,1727,bad
10.247083,-0.54,-1.06,9.81,0.05,0.02,0.03,-0.1,0.91,0,1669,bad
10.2868395,-0.63,-0.88,9.22,0.03,-0.02,-0.04,-0.11,0.87,0,1620,bad
10.2868395,-0.13,-0.58,10.33,0.07,0.03,-0.04,-0.11,0.92,19.61,1565,bad
10.275871,-1.18,0.23,9.21,0.03,0.07,-0.1,0.03,0.96,68.24,1489,bad
10.175761,-0.73,-0.42,9.87,0.03,-0.09,-0.13,-0.01,0.81,45.1,1623,bad
10.175761,-0.76,-1.19,10.08,0.06,0.09,-0.06,-0.12,0.98,1.18,1650,bad
10.430748,-0.91,-1.77,10.39,0.04,-0.07,-0.07,-0.12,0.82,0,1624,bad
10.430748,-0.73,-1.06,8.85,0.01,-0.1,-0.14,-0.1,0.78,0.78,1586,bad
10.700687,-0.99,-0.95,10,0.05,0.01,-0.08,-0.1,0.9,20.78,1550,bad
11.012545,-1.4,-0.5,9.7,0.04,0.03,-0.13,-0.06,0.92,43.53,1496,bad
11.012545,-1.52,-0.75,10.47,0.06,0.02,-0.15,-0.06,0.91,32.94,1584,bad
11.279805,-0.78,-1.42,10.21,0.08,0.03,-0.09,-0.13,0.92,1.18,1576,bad
11.757168,-1.45,-1.31,10.51,0.1,0.05,-0.08,-0.15,0.93,0,1562,bad
11.757168,-1.47,-0.37,10.69,0.06,-0.01,-0.13,-0.05,0.88,47.84,1535,bad
12.37057,-0.63,0.13,10.5,0.05,0.01,-0.09,0.03,0.91,67.06,1546,bad
12.5232525,-0.73,-0.78,8.54,0,-0.03,-0.09,-0.11,0.86,5.1,1586,bad
12.5232525,-0.89,0.36,8.63,-0.1,0.08,-0.03,-0.01,0.98,25.1,1577,bad
12.773719,-1.04,-0.77,11.07,0.05,0.03,-0.03,-0.01,0.93,41.96,1602,bad
12.678052,-0.31,-0.94,9.82,0.05,0.04,0.01,-0.08,0.94,0,1537,bad
12.678052,-0.57,-0.13,9.57,0.04,-0.07,-0.07,-0.05,0.82,51.76,1591,bad
12.762499,-1.39,0.15,9.27,0.04,-0.03,-0.1,0.01,0.86,61.18,1612,bad
12.725006,-0.44,-0.23,9.96,0.09,0.1,-0.1,-0.01,1,50.59,1678,bad
12.725006,-0.09,-0.53,9.28,0.04,-0.03,-0.01,-0.03,0.86,17.65,1735,bad
11.930699,-1.06,-0.44,9.65,0.06,0.03,-0.03,-0.02,0.93,33.73,1713,bad
11.946259,-0.4,-0.96,10.36,0.08,0.04,-0.03,-0.05,0.94,10.98,1717,bad
11.977453,-0.47,0.22,11.51,0.03,-0.02,-0.14,0.01,0.87,48.63,1726,bad
11.977453,-1.01,0.45,8.58,0.01,-0.04,-0.03,0.05,0.86,61.57,1768,bad
11.875869,0.6,0.08,10.25,0.04,0.12,0.06,0.08,1.01,32.94,1840,bad
11.90075,0.68,0.01,10.19,0.03,-0.05,-0.03,-0.04,0.85,16.86,1869,bad
11.90075,0.25,-0.42,8.66,0.04,-0.07,-0.03,-0.04,0.83,3.53,1763,bad
11.97112,-0.62,-0.36,9.1,0.06,0.18,0.03,-0.07,1.08,19.61,1836,bad
11.366273,0.52,-0.49,10.64,0.11,-0.02,-0.02,-0.01,0.88,23.92,1857,bad
11.366273,-0.5,-0.38,8.98,0.05,0.17,0.04,-0.02,1.07,24.71,1902,bad
11.34907,-0.38,-0.21,9.45,0.07,0.14,0.04,-0.01,1.04,24.71,1928,bad
10.688231,0.37,0.25,8.94,-0.07,0.08,0.03,0.07,0.97,39.61,1940,bad
10.761644,0.86,0.12,11.86,0.06,0.17,0,0.02,1.07,41.57,1970,bad
10.761644,-0.22,-0.4,10.46,0.06,0.12,0.05,-0.01,1.02,24.31,2002,bad
10.943363,0.22,-1.27,10.85,0.13,-0.1,0,-0.07,0.8,0,2000,bad
10.896342,-0.59,-0.83,8.75,0.03,0.22,0.07,-0.09,1.12,0,1948,bad
10.896342,0.08,-1.09,9.87,0,0.01,0.04,-0.1,0.9,0,1876,bad
10.7162285,0.58,-1.13,9.55,0,0.09,-0.03,-0.08,0.99,0,1811,bad
10.693467,-0.65,-0.67,9.4,0.02,-0.1,-0.03,-0.05,0.79,5.49,1776,bad
10.693467,-0.76,-0.8,9.43,0.03,-0.03,-0.03,-0.08,0.86,19.61,1760,bad
10.443476,-0.53,-0.96,9.73,0.02,0.05,0.01,-0.11,0.94,0,1745,bad
10.444032,-0.31,-0.79,10.99,0.06,0.03,0.01,-0.09,0.93,0,1708,bad
10.444032,0.91,-1,8.77,0.06,0.07,0.16,-0.06,0.95,0,1685,bad
10.516119,0.11,-0.9,8.82,0.03,0.06,-0.04,-0.12,0.95,0,1640,bad
10.616038,-0.71,0.39,10.39,0.08,0.02,-0.16,0.04,0.91,65.1,1636,bad
10.616038,0.43,-0.98,12.46,0.05,-0.21,-0.03,-0.07,0.69,17.65,1692,bad
10.707021,0.03,-0.99,8.97,0.08,0.26,-0.05,-0.09,1.16,0.78,1660,bad
11.178975,-0.8,-0.46,10.53,0.1,0.05,-0.05,0.01,0.95,43.92,1681,bad
11.178975,-0.77,-0.11,10.03,0.04,-0.06,-0.05,-0.06,0.83,20.78,1705,bad
11.508708,-0.01,-1.44,9.85,0.03,0.02,-0.06,-0.12,0.91,5.49,1687,bad
11.3075905,-0.6,-0.93,8.95,-0.06,0.19,0,-0.1,1.08,0,1663,bad
11.3075905,-1.44,-0.59,10.66,0.04,0.05,-0.06,-0.09,0.94,29.02,1634,bad
11.066724,-0.53,-0.21,11.39,0.05,0.01,-0.05,0.02,0.91,55.69,1651,bad
10.756488,0.21,-1.59,9.9,0.04,-0.03,-0.03,-0.14,0.86,0,1700,bad
10.756488,-0.82,-0.36,9.37,0.03,0.01,-0.06,-0.1,0.9,21.18,1682,bad
10.546359,-0.28,-0.52,9.73,0.02,-0.04,-0.13,-0.05,0.85,50.59,1685,bad
10.393066,0.63,-0.75,10.68,0.07,0,-0.09,-0.08,0.9,1.18,1716,bad
10.393066,-1.03,0.19,9.62,0.05,-0.06,-0.04,-0.06,0.84,19.61,1700,bad
10.516,-0.21,-0.39,9.37,0.02,0.02,0.06,0.01,0.91,49.02,1666,bad
10.622955,-0.27,-0.83,10.45,0.05,0.04,-0.08,-0.08,0.93,0.78,1725,bad
10.584608,-0.9,-0.73,9.89,0.07,0.1,-0.08,0,1.01,47.45,1793,bad
10.584608,-0.1,-1.18,10.66,0.07,0.1,-0.04,-0.09,1,1.18,1686,bad
10.659937,-0.8,-0.57,10.53,0.1,0.09,0.05,-0.1,0.98,0,1713,bad
10.711213,0.17,-1.19,8.84,0.04,0.12,0,-0.11,1.02,0,1662,bad
10.711213,0.34,0.38,13.29,0.06,0.23,0.04,0.02,1.13,49.41,1620,bad
10.623109,-0.17,-0.29,11.79,-0.02,-0.04,-0.03,-0.05,0.86,49.02,1623,bad
10.623109,-2.25,-1.13,9.33,0,-0.05,0.03,-0.1,0.84,29.8,1665,bad
10.497233,-2.38,-0.61,7.48,0.03,0.17,-0.21,-0.02,1.04,34.9,1703,bad
10.388047,0.74,-0.42,12.57,0.01,-0.1,-0.26,-0.17,0.75,14.9,1705,bad
10.388047,-1.27,-0.81,15.26,0.58,0.04,0.11,-0.15,0.92,0,1738,bad
10.370519,1.55,-0.11,16.62,0.02,-0.28,-0.09,-0.03,0.61,18.82,1646,bad
10.289391,-0.84,-1.39,11,0.02,-0.04,0.15,-0.06,0.84,8.24,1601,bad
10.289391,-1.08,-1.71,7.03,-0.24,-0.32,-0.18,-0.16,0.53,11.76,1579,bad
10.255151,-0.13,-0.03,11.47,0.01,0.05,-0.16,0.01,0.94,29.8,1565,bad
10.278455,-0.18,-0.03,7.21,0,-0.15,-0.09,-0.03,0.75,55.69,1563,bad
10.278455,1.45,-1.34,10.69,0.02,-0.14,-0.09,-0.1,0.75,3.92,1611,bad
10.190171,-0.11,-0.8,10.89,0.07,0.07,-0.01,-0.1,0.97,0,1590,bad
10.205413,-0.45,-0.1,10.2,0.06,-0.03,0.01,-0.07,0.87,39.61,1537,bad
10.205413,0.28,-1.19,12.18,0.27,-0.12,-0.13,-0.11,0.77,14.9,1550,bad
10.138631,0.64,-0.4,7.9,0.02,-0.05,-0.12,-0.03,0.84,23.14,1562,bad
10.067591,-2.43,-1.26,9.1,-0.01,0.54,0.03,0.04,1.44,44.71,1529,bad
10.067591,-0.98,-0.16,9.79,0.05,0.07,-0.02,-0.02,0.97,40.39,1586,bad
10.063733,-1,-0.32,10.6,0.08,0.17,0,-0.01,1.07,38.82,1622,bad
10.112067,-0.61,-0.81,10.27,0.07,0.1,0.07,-0.03,1,30.98,1648,bad
10.112067,-0.74,-0.68,10.25,0.05,-0.02,-0.1,-0.07,0.87,6.27,1633,bad
10.150611,-0.36,-0.28,9.79,0.02,-0.02,0.05,-0.03,0.88,18.43,1637,bad
10.081359,0.36,-0.81,9.01,0.05,0.02,-0.03,-0.07,0.92,0.39,1575,bad
10.081359,-0.03,-0.17,11.61,0.08,0.14,-0.02,-0.02,1.04,23.14,1578,bad
10.12891,-1.34,-0.95,9.58,0.16,0.09,-0.22,-0.03,0.97,20,1560,bad
10.118275,0.68,-0.78,13.69,0.04,-0.05,-0.12,-0.13,0.84,5.49,1543,bad
10.118275,-0.7,-1.96,8.72,0.02,-0.06,-0.07,-0.13,0.83,1.18,1509,bad
10.068207,-1.44,-0.66,7.51,-0.2,0.12,-0.15,-0.11,1,28.24,1478,bad
9.935046,2.19,-1.15,11.19,0.12,0.03,-0.16,-0.09,0.92,0,1377,bad
9.935046,0.48,-1.27,12.09,0.08,-0.09,-0.17,-0.06,0.79,24.71,1410,bad
9.935046,-1.72,-0.2,10.6,0.11,0.19,0.05,-0.08,1.08,0,1410,bad
9.935046,-0.47,-1,11.26,0.05,0.09,-0.04,-0.1,0.99,0,1354,bad
9.935046,-0.65,-0.44,9.82,0.06,0.16,0.01,-0.08,1.05,12.16,1298,bad
9.935046,-1.23,-1,11.94,0.25,0,-0.1,-0.05,0.89,19.61,1301,bad
9.935046,-0.58,-0.5,10.63,0.06,0.1,-0.01,-0.07,1,15.69,1271,bad
9.935046,-0.26,-0.31,10.92,0.07,-0.28,-0.08,-0.06,0.62,38.04,1223,bad
9.935046,0.54,-0.17,10.14,0.06,0.04,-0.12,-0.02,0.93,47.45,1225,bad
9.935046,-0.29,0.09,10.77,0.04,-0.16,-0.07,-0.15,0.72,30.59,1236,bad
9.935046,-1.11,-0.41,10.72,0.12,-0.01,0,-0.05,0.89,41.96,1247,bad
9.935046,-0.77,-0.52,9.23,0.03,0.01,-0.02,0,0.91,63.53,1258,bad
9.935046,-2.38,-1.56,9.72,0.04,0.01,-0.2,-0.13,0.88,17.65,1299,bad
9.935046,-0.36,-1.2,10.39,0.06,-0.07,-0.07,-0.12,0.82,0,1344,bad
9.935046,0.43,-1.93,10.64,0.03,-0.01,0.02,-0.16,0.88,0,1267,bad
9.935046,0.42,-1.68,10.56,0.03,0.03,-0.02,-0.19,0.91,6.67,1193,bad
9.935046,0.28,-0.83,10.33,0.05,0.05,-0.01,-0.08,0.95,10.59,1064,bad
9.935046,-1.5,-0.18,12.44,0.03,-0.01,-0.07,-0.12,0.74,16.47,992,bad
9.935046,-1.16,-0.71,8.06,-0.15,0.09,0.06,-0.01,0.99,21.96,957,bad
10.170808,-0.84,-1.19,9.38,-0.01,-0.05,-0.1,-0.09,0.84,23.92,937,bad
10.170808,0.13,-0.62,9.91,0.08,0.09,0.05,-0.04,0.98,23.14,910,bad
10.797653,-0.17,-0.73,8.66,0.05,0.06,-0.04,-0.05,0.96,22.75,892,bad
10.844492,-1.24,-0.1,9.38,0.04,0.04,-0.07,-0.02,0.94,71.76,899,bad
10.844492,-0.1,0.23,9,0.03,-0.1,-0.14,0.06,0.79,83.14,958,bad
11.224852,-0.96,-0.53,10.31,0.02,0.1,-0.17,-0.07,0.98,52.55,1016,bad
11.737509,-0.67,-0.43,9.74,0.03,-0.05,-0.11,-0.06,0.84,29.02,1050,bad
11.737509,-0.77,-0.47,8.95,0.02,-0.01,-0.14,-0.02,0.88,52.16,996,bad
11.109329,-1.17,0.09,8.87,0.04,0.08,-0.1,-0.02,0.98,65.49,1062,bad
